,Unnamed: 0,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice,soldDate,soldPrice
125,125,Single Family Residence,"$15,315",2480 sqft,Yes,"$2,821",R2587823,,Residential,2011.0,,"1310 Arbutus St, Vancouver, BC",4.0,5.0,0.0,31/05/2021,"$6,998,000",16/06/2021,"$5,900,000"
126,126,Single Family Residence,"$10,046",2711 sqft,Yes,"$1,327",R2593136,,Residential,2010.0,,"4408 W 14th Ave, Vancouver, BC",3.0,4.0,0.0,14/06/2021,"$3,598,000",16/06/2021,"$3,580,000"
127,127,Single Family Residence,"$6,281",2766 sqft,Yes,$686,R2590004,,Residential,1990.0,,"3128 Windermere St, Vancouver, BC",3.0,5.0,0.0,06/06/2021,"$1,899,000",17/06/2021,"$1,800,000"
128,128,Single Family Residence,"$13,987",4520 sqft,Yes,$880,R2591419,,Residential,1999.0,,"6788 Osler St, Vancouver, BC",5.0,5.0,0.0,09/06/2021,"$3,980,000",18/06/2021,"$4,560,000"
129,129,Single Family Residence,"$6,339",1340 sqft,Yes,"$1,477",R2579201,,Residential,1912.0,,"26 E 47 Th Ave, Vancouver, BC",2.0,3.0,0.0,10/05/2021,"$1,980,000",19/06/2021,"$1,890,000"
130,130,Single Family Residence,"$10,867",4354 sqft,Yes,$916,R2586457,,Residential,1993.0,,"7550 Arbutus St, Vancouver, BC",6.0,6.0,0.0,27/05/2021,"$3,990,000",18/06/2021,"$3,760,000"
131,131,Single Family Residence,"$4,526",1488 sqft,No,$872,R2593019,,Residential,1912.0,,"1412 Victoria Dr, Vancouver, BC",2.0,3.0,0.0,13/06/2021,"$1,298,000",18/06/2021,"$1,298,000"
132,132,Apartment/Condominium,"$2,748",936 sqft,Yes,"$1,035",R2580760,,Residential,1974.0,,"204 - 2475 York Ave, Vancouver, BC",1.0,2.0,2.0,13/05/2021,"$969,000",18/06/2021,"$985,000"
133,133,Single Family Residence,"$14,046",3944 sqft,Yes,"$1,217",R2591252,,Residential,2017.0,,"3708 W 2nd Ave, Vancouver, BC",6.0,8.0,0.0,08/06/2021,"$4,800,000",18/06/2021,"$4,700,000"
134,134,Single Family Residence,"$6,328",1945 sqft,Yes,"$1,110",R2564961,,Residential,1927.0,,"3305 W 10th Ave, Vancouver, BC",2.0,5.0,2.0,12/04/2021,"$2,159,000",18/06/2021,"$1,950,000"
135,135,Townhouse,"$1,725",776 sqft,Yes,"$1,029",R2585715,,Residential,1989.0,,"2020 W 8th Ave, Vancouver, BC",1.0,2.0,0.0,25/05/2021,"$799,000",19/06/2021,"$775,000"
136,136,Single Family Residence,"$10,273",3436 sqft,No,"$1,129",R2593827,,Residential,1993.0,,"2768 W 18th Ave, Vancouver, BC",4.0,5.0,0.0,16/06/2021,"$3,880,000",21/06/2021,"$3,600,000"
137,137,Townhouse,"$2,762",1236 sqft,Yes,$961,R2592737,,Residential,2009.0,,"3793 Maxwell St, Vancouver, BC",2.0,3.0,0.0,13/06/2021,"$1,188,000",20/06/2021,"$1,165,000"
138,138,Single Family Residence,"$5,403",2746 sqft,No,$836,R2573343,,Residential,2017.0,,"4753 Gladstone St, Vancouver, BC",7.0,6.0,0.0,26/04/2021,"$2,298,000",21/06/2021,"$2,220,000"
139,139,Single Family Residence,"$12,172",3270 sqft,No,"$1,223",R2590914,,Residential,1947.0,,"1108 W 39 Th Ave, Vancouver, BC",2.0,3.0,0.0,08/06/2021,"$3,999,900",20/06/2021,"$3,900,000"
140,140,Single Family Residence,"$5,155",2336 sqft,Yes,$641,R2592666,,Residential,1974.0,,"5301 Bruce St, Vancouver, BC",2.0,4.0,0.0,13/06/2021,"$1,499,000",20/06/2021,"$1,680,000"
141,141,Single Family Residence,"$7,205",2108 sqft,Yes,$944,R2592423,,Residential,1987.0,,"3661 Blenheim St, Vancouver, BC",3.0,3.0,0.0,13/06/2021,"$1,990,000",20/06/2021,"$2,350,000"
142,142,Single Family Residence,"$5,617",2802 sqft,No,$606,R2592287,,Residential,1975.0,,"5170 Ann St, Vancouver, BC",2.0,6.0,0.0,13/06/2021,"$1,699,900",20/06/2021,"$1,640,000"
143,143,Single Family Residence,"$5,234",1755 sqft,No,$740,R2591992,,Residential,1910.0,,"3134 E 20th Ave, Vancouver, BC",1.0,3.0,0.0,08/06/2021,"$1,299,000",21/06/2021,"$1,375,000"
144,144,Townhouse,"$2,187",1664 sqft,No,$594,R2592811,,Residential,1974.0,,"6705 Arlington St, Vancouver, BC",2.0,3.0,0.0,14/06/2021,"$989,000",21/06/2021,"$1,043,000"
145,145,Quadruplex,,3730 sqft,Yes,$694,R2563358,,Residential Income,1954.0,,"5797 Vine St, Vancouver, BC",4.0,6.0,0.0,07/04/2021,"$2,590,000",21/06/2021,"$2,500,000"
146,146,Single Family Residence,"$13,103",3181 sqft,Yes,"$1,508",R2803227,,Residential,1954.0,,"466 W 27th Ave, Vancouver, BC",2.0,4.0,4.0,31/07/2023,"$4,800,000",14/11/2023,"$4,750,000"
147,147,Townhouse,"$4,474",1426 sqft,Yes,"$1,051",R2885040,,Residential,2011.0,,"782 E 29th Ave, Vancouver, BC",2.0,3.0,2.0,20/05/2024,"$1,499,900",09/06/2024,"$1,470,000"
148,148,Townhouse,"$3,979",1362 sqft,Yes,"$1,174",R2593287,,Residential,2001.0,,"850 W 15th Ave, Vancouver, BC",3.0,3.0,0.0,14/06/2021,"$1,599,900",22/06/2021,"$1,668,000"
149,149,Townhouse,"$2,516",978 sqft,Yes,"$1,124",R2593213,,Residential,2012.0,,"184 17 Th Ave E, Vancouver, BC",1.0,2.0,0.0,14/06/2021,"$1,099,900",21/06/2021,"$1,175,000"
150,150,Single Family Residence,"$35,395",4450 sqft,No,"$2,426",R2588942,,Residential,1940.0,,"4651 Belmont Ave, Vancouver, BC",3.0,5.0,2.0,02/06/2021,"$10,800,000",22/06/2021,"$9,280,000"
151,151,Single Family Residence,"$9,973",2338 sqft,No,"$1,539",R2573045,,Residential,1949.0,,"1157 W 42nd Ave, Vancouver, BC",2.0,5.0,0.0,25/04/2021,"$3,599,000",21/06/2021,"$3,365,000"
152,152,Multi Family,"$7,293",1794 sqft,Yes,"$1,142",R2903812,,Residential,2024.0,,"743 E 39th Ave, Vancouver, BC",2.0,3.0,1.0,07/07/2024,"$2,048,888",-,Not Sold Yet
153,153,Townhouse,"$1,962",1056 sqft,Yes,$936,R2593245,,Residential,1976.0,,"1173 W 8th Ave, Vancouver, BC",1.0,1.0,0.0,14/06/2021,"$988,880",24/06/2021,"$990,000"
154,154,Single Family Residence,"$5,427",2499 sqft,No,$750,R2594805,,Residential,1930.0,,"3993 Perry St, Vancouver, BC",4.0,5.0,0.0,20/06/2021,"$1,875,000",24/06/2021,"$1,875,000"
155,155,Single Family Residence,"$7,212",1520 sqft,Yes,"$1,709",R2589859,,Residential,1931.0,,"2949 W 15th Ave, Vancouver, BC",1.0,4.0,0.0,06/06/2021,"$2,599,000",24/06/2021,"$2,435,000"
156,156,Apartment/Condominium,"$1,804",947 sqft,Yes,$938,R2595359,,Residential,2013.0,,"520 - 5955 Birney Ave, Vancouver, BC",2.0,2.0,1.0,21/06/2021,"$889,000",24/06/2021,"$888,500"
157,157,Single Family Residence,"$5,798",2203 sqft,Yes,$758,R2571656,,Residential,1987.0,,"5984 Victoria Dr, Vancouver, BC",2.0,5.0,0.0,28/04/2021,"$1,670,000",24/06/2021,"$1,650,000"
158,158,Townhouse,"$5,475",1538 sqft,Yes,"$1,492",R2592670,,Residential,2013.0,,"1879 W 2nd Ave, Vancouver, BC",2.0,3.0,0.0,13/06/2021,"$2,295,000",24/06/2021,"$2,265,000"
159,159,Multi Family,"$5,405",1537 sqft,Yes,"$1,098",R2550233,,Residential,2004.0,,"8469 French St, Vancouver, BC",3.0,6.0,0.0,11/03/2021,"$1,688,800",25/06/2021,"$1,628,900"
160,160,Apartment/Condominium,"$2,563",867 sqft,Yes,"$1,024",R2568430,,Residential,2006.0,,"301 - 2483 Spruce St, Vancouver, BC",2.0,2.0,1.0,18/04/2021,"$888,000",27/06/2021,"$851,000"
161,161,Townhouse,"$5,089",1335 sqft,No,"$1,422",R2812543,,Residential,2014.0,,"2352 W 8th Ave, Vancouver, BC",2.0,3.0,0.0,05/09/2023,"$1,899,000",26/09/2023,"$1,800,000"
162,162,Single Family Residence,"$5,386",2431 sqft,Yes,$698,R2594184,,Residential,1981.0,,"5849 Lanark St, Vancouver, BC",3.0,5.0,0.0,17/06/2021,"$1,699,000",27/06/2021,"$1,723,800"
163,163,Single Family Residence,"$11,763",3829 sqft,Yes,"$1,196",R2588559,,Residential,1994.0,,"2439 W 23rd Ave, Vancouver, BC",4.0,6.0,0.0,02/06/2021,"$4,580,000",27/06/2021,"$4,180,000"
164,164,Single Family Residence,"$9,452",3068 sqft,Yes,"$1,228",R2591801,,Residential,2007.0,,"2947 W 35th Ave, Vancouver, BC",3.0,5.0,0.0,09/06/2021,"$3,768,000",27/06/2021,"$3,700,000"
165,165,Multi Family,"$3,423",1430 sqft,Yes,$978,R2593859,,Residential,2016.0,,"2275 E 34th Ave, Vancouver, BC",4.0,3.0,1.0,16/06/2021,"$1,398,800",27/06/2021,"$1,388,800"
166,166,Single Family Residence,"$8,590",3068 sqft,Yes,$960,R2588183,,Residential,1918.0,,"3206 W 3rd Ave, Vancouver, BC",4.0,7.0,0.0,30/05/2021,"$2,948,000",27/06/2021,"$2,835,000"
167,167,Apartment/Condominium,"$2,753",770 sqft,Yes,"$1,231",R2577419,,Residential,2019.0,,"2301 - 433 Marine Dr Sw, Vancouver, BC",2.0,2.0,1.0,06/05/2021,"$948,000",27/06/2021,"$939,500"
168,168,Single Family Residence,"$5,392",2293 sqft,No,$610,R2594802,,Residential,1966.0,,"2909 E 28th Ave, Vancouver, BC",3.0,8.0,2.0,20/06/2021,"$1,399,999",28/06/2021,"$1,481,000"
169,169,Apartment/Condominium,"$2,455",757 sqft,Yes,$879,R2580196,,Residential,1987.0,,"305 - 921 Thurlow St, Vancouver, BC",1.0,1.0,1.0,12/05/2021,"$665,500",28/06/2021,"$649,500"
170,170,Single Family Residence,"$11,222",2775 sqft,Yes,"$1,260",R2580886,,Residential,2008.0,,"3628 W 24th Ave, Vancouver, BC",4.0,3.0,0.0,13/05/2021,"$3,498,000",28/06/2021,"$3,450,000"
171,171,Single Family Residence,"$11,359",3375 sqft,Yes,"$1,001",R2584005,,Residential,2007.0,,"3333 Valley Dr, Vancouver, BC",5.0,6.0,2.0,18/05/2021,"$3,380,000",29/06/2021,"$3,200,000"
172,172,Multi Family,"$4,495",1266 sqft,Yes,"$1,104",R2595755,,Residential,2011.0,,"3863 Fleming St, Vancouver, BC",2.0,3.0,0.0,22/06/2021,"$1,398,000",28/06/2021,"$1,442,000"
173,173,Single Family Residence,"$7,375",2267 sqft,Yes,"$1,009",R2709221,,Residential,2000.0,,"903 E 29th Ave, Vancouver, BC",4.0,6.0,3.0,12/07/2022,"$2,288,000",10/09/2022,"$2,250,000"
174,174,Townhouse,"$3,749",1459 sqft,Yes,"$1,010",R2595532,,Residential,2011.0,,"4501 Prince Albert St, Vancouver, BC",2.0,3.0,0.0,21/06/2021,"$1,475,000",28/06/2021,"$1,475,000"
175,175,Single Family Residence,"$5,251",1680 sqft,No,$892,R2595834,,Residential,1924.0,,"2528 Dundas St, Vancouver, BC",2.0,4.0,2.0,22/06/2021,"$1,499,000",28/06/2021,"$1,499,000"
176,176,Apartment/Condominium,"$1,913",758 sqft,No,$855,R2573720,,Residential,1996.0,,"125 - 511 W 7th Ave, Vancouver, BC",1.0,1.0,1.0,26/04/2021,"$648,800",01/07/2021,"$615,000"
177,177,Townhouse,"$4,728",1803 sqft,Yes,"$1,158",R2595696,,Residential,2006.0,,"4463 W 9th Ave, Vancouver, BC",2.0,3.0,2.0,22/06/2021,"$2,088,000",02/07/2021,"$1,990,000"
178,178,Single Family Residence,"$7,381",1742 sqft,Yes,"$1,434",R2594692,,Residential,2021.0,,"1171 Lakewood Dr, Vancouver, BC",2.0,3.0,0.0,20/06/2021,"$2,499,000",02/07/2021,"$2,440,000"
179,179,Apartment/Condominium,,757 sqft,No,$561,R2797253,,Residential,1950.0,,"101 - 2880 Oak St, Vancouver, BC",1.0,1.0,0.0,10/07/2023,"$425,000",20/07/2023,"$417,500"
180,180,Single Family Residence,"$5,322",2015 sqft,Yes,$644,R2594940,,Residential,1993.0,,"700 E 59th Ave, Vancouver, BC",3.0,5.0,0.0,20/06/2021,"$1,299,000",01/07/2021,"$1,150,000"
181,181,Apartment/Condominium,,1227 sqft,Yes,"$1,360",R2539393,,Residential,2020.0,,"S504 - 5289 Cambie St, Vancouver, BC",2.0,3.0,2.0,11/02/2021,"$1,669,000",02/07/2021,"$1,620,000"
182,182,Single Family Residence,"$20,213",4782 sqft,Yes,"$1,191",R2882760,,Residential,2014.0,,"7165 Maple St, Vancouver, BC",7.0,7.0,5.0,13/05/2024,"$5,700,000",-,Not Sold Yet
183,183,Single Family Residence,"$6,222",2844 sqft,Yes,$878,R2596526,,Residential,1988.0,,"8565 Captains Cove, Vancouver, BC",3.0,3.0,4.0,24/06/2021,"$2,499,000",02/07/2021,"$2,450,000"
184,184,Single Family Residence,"$5,424",2442 sqft,Yes,$764,R2595127,,Residential,1989.0,,"2098 Renfrew St, Vancouver, BC",3.0,5.0,3.0,20/06/2021,"$1,868,000",04/07/2021,"$1,855,000"
185,185,Apartment/Condominium,"$5,702",1441 sqft,Yes,"$1,941",R2589770,,Residential,2000.0,,"1101 - 1099 Marinaside Cres, Vancouver, BC",2.0,3.0,2.0,06/06/2021,"$2,798,000",04/07/2021,"$2,520,000"
186,186,Single Family Residence,"$5,112",1896 sqft,Yes,$685,R2596207,,Residential,1956.0,,"412 E 53rd Ave, Vancouver, BC",2.0,4.0,1.0,22/06/2021,"$1,299,000",04/07/2021,"$1,362,000"
187,187,Single Family Residence,"$6,249",2057 sqft,Yes,$844,R2596510,,Residential,2008.0,,"1865 E 52nd Ave, Vancouver, BC",4.0,6.0,0.0,23/06/2021,"$1,738,000",04/07/2021,"$1,978,800"
188,188,Single Family Residence,"$8,083",2236 sqft,Yes,"$1,332",R2566820,,Residential,1988.0,,"3517 W 18th Ave, Vancouver, BC",2.0,3.0,0.0,14/04/2021,"$2,980,000",04/07/2021,"$2,700,000"
189,189,Single Family Residence,"$8,069",2416 sqft,Yes,"$1,158",R2551276,,Residential,1927.0,,"567 W 22 Nd Ave, Vancouver, BC",3.0,5.0,1.0,10/03/2021,"$2,798,000",04/07/2021,"$2,520,000"
190,190,Townhouse,"$2,575",1848 sqft,Yes,$497,R2597244,,Residential,1983.0,,"3325 Flagstaff Pl, Vancouver, BC",3.0,4.0,0.0,28/06/2021,"$919,900",04/07/2021,"$885,000"
191,191,Single Family Residence,"$10,882",2693 sqft,No,"$1,336",R2596326,,Residential,1927.0,,"3472 W 34th Ave, Vancouver, BC",2.0,4.0,2.0,23/06/2021,"$3,599,000",04/07/2021,"$4,080,000"
192,192,Single Family Residence,"$6,036",3187 sqft,Yes,$579,R2573202,,Residential,1974.0,,"3650 Mcgill St, Vancouver, BC",4.0,6.0,4.0,25/04/2021,"$1,848,000",06/07/2021,"$1,825,000"
193,193,Single Family Residence,"$6,635",1870 sqft,No,$957,R2583289,,Residential,1926.0,,"3666 Yale St, Vancouver, BC",1.0,3.0,1.0,16/05/2021,"$1,789,900",06/07/2021,"$1,650,000"
194,194,Apartment/Condominium,"$1,583",774 sqft,Yes,$775,R2589385,,Residential,1995.0,,"W308 - 488 Kingsway, Vancouver, BC",2.0,2.0,1.0,02/06/2021,"$599,900",06/07/2021,"$580,000"
195,195,Single Family Residence,"$6,607",2272 sqft,Yes,$875,R2597238,,Residential,2001.0,,"5774 Argyle St, Vancouver, BC",4.0,6.0,2.0,28/06/2021,"$1,990,000",05/07/2021,"$1,978,888"
196,196,Apartment/Condominium,"$1,632",981 sqft,Yes,"$1,323",R2582540,,Residential,2013.0,,"1802 - 5728 Berton Ave, Vancouver, BC",2.0,2.0,2.0,17/05/2021,"$1,298,000",06/07/2021,"$1,250,000"
197,197,Single Family Residence,"$6,208",2417 sqft,No,$723,R2597892,,Residential,1910.0,,"442 E 24th Ave, Vancouver, BC",3.0,6.0,0.0,29/06/2021,"$1,749,800",06/07/2021,"$1,760,000"
198,198,Apartment/Condominium,,996 sqft,Yes,"$1,305",R2600426,,Residential,2023.0,,"N-306 - 5005 Ash St, Vancouver, BC",2.0,2.0,1.0,06/07/2021,"$1,299,900",06/07/2021,"$1,299,900"
199,199,Single Family Residence,"$5,591",2320 sqft,Yes,$732,R2639563,,Residential,1980.0,,"2033 E 34th Ave, Vancouver, BC",3.0,5.0,0.0,14/12/2021,"$1,699,000",21/12/2021,"$1,901,000"
200,200,Apartment/Condominium,"$1,887",857 sqft,Yes,"$1,050",R2768622,,Residential,2005.0,,"204 - 2280 Wesbrook Mall, Vancouver, BC",2.0,2.0,1.0,16/04/2023,"$899,999",20/04/2023,"$970,000"
201,201,Apartment/Condominium,"$1,657",740 sqft,Yes,$810,R2572261,,Residential,1974.0,,"205 - 1775 W 11th Ave, Vancouver, BC",1.0,1.0,2.0,25/04/2021,"$599,900",07/07/2021,"$588,000"
202,202,Apartment/Condominium,"$2,531",904 sqft,No,"$1,061",R2594913,,Residential,1996.0,,"1303 - 1288 Alberni St, Vancouver, BC",2.0,2.0,1.0,20/06/2021,"$959,998",07/07/2021,"$925,000"
203,203,Apartment/Condominium,"$1,841",790 sqft,Yes,$846,R2596852,,Residential,2000.0,,"405 - 538 W 45th Ave, Vancouver, BC",1.0,1.0,1.0,27/06/2021,"$668,800",07/07/2021,"$650,000"
204,204,Single Family Residence,"$5,114",2266 sqft,No,$706,R2590862,,Residential,1948.0,,"3433 Worthington Dr, Vancouver, BC",2.0,5.0,4.0,09/06/2021,"$1,599,900",07/07/2021,"$1,590,000"
205,205,Apartment/Condominium,"$1,927",858 sqft,Yes,$931,R2598005,,Residential,1991.0,,"301 - 655 W 13th Ave, Vancouver, BC",2.0,2.0,1.0,30/06/2021,"$799,000",07/07/2021,"$855,000"
206,206,Apartment/Condominium,"$2,036",617 sqft,Yes,"$1,199",R2593621,,Residential,2012.0,,"1901 - 161 W Georgia St, Vancouver, BC",1.0,1.0,1.0,15/06/2021,"$739,900",07/07/2021,"$737,000"
207,207,Single Family Residence,"$16,729",4030 sqft,Yes,"$1,262",R2840072,,Residential,2023.0,,"3839 W 51st Ave, Vancouver, BC",5.0,5.0,3.0,07/01/2024,"$5,088,000",08/02/2024,"$4,911,000"
208,208,Apartment/Condominium,"$1,827",564 sqft,Yes,"$1,170",R2594943,,Residential,2015.0,,"303 - 4539 Cambie St, Vancouver, BC",1.0,1.0,1.0,15/06/2021,"$660,000",08/07/2021,"$640,000"
209,209,Apartment/Condominium,"$1,578",788 sqft,Yes,$748,R2596273,,Residential,2012.0,,"302 - 4338 Commercial St, Vancouver, BC",1.0,1.0,1.0,22/06/2021,"$589,800",08/07/2021,"$568,000"
210,210,Single Family Residence,"$9,148",2939 sqft,No,"$1,139",R2575858,,Residential,1967.0,,"3242 W 29th Ave, Vancouver, BC",2.0,5.0,4.0,02/05/2021,"$3,350,000",08/07/2021,"$3,205,000"
211,211,Apartment/Condominium,"$2,542",950 sqft,Yes,$963,R2597935,,Residential,1981.0,,"102 - 814 Nicola St, Vancouver, BC",2.0,2.0,2.0,29/06/2021,"$915,000",08/07/2021,"$880,000"
212,212,Apartment/Condominium,"$2,903",724 sqft,Yes,"$1,779",R2776991,,Residential,2020.0,,"1605 - 620 Cardero St, Vancouver, BC",1.0,2.0,1.0,10/05/2023,"$1,288,000",-,-
213,213,Single Family Residence,"$5,609",1763 sqft,Yes,$900,R2598879,,Residential,1947.0,,"2111 E 46 Th Ave, Vancouver, BC",1.0,2.0,0.0,04/07/2021,"$1,588,000",08/07/2021,"$1,588,000"
214,214,Single Family Residence,"$7,328",2780 sqft,Yes,$719,R2597991,,Residential,9999.0,,"1195 E 54th Ave, Vancouver, BC",2.0,5.0,1.0,30/06/2021,"$1,999,900",08/07/2021,"$2,176,000"
215,215,Single Family Residence,"$4,680",1677 sqft,No,$894,R2703186,,Residential,1912.0,,"2248 E 30th Ave, Vancouver, BC",1.0,2.0,0.0,22/06/2022,"$1,499,900",-,-
216,216,Apartment/Condominium,"$2,198",645 sqft,Yes,"$1,170",R2590531,,Residential,2005.0,,"2606 - 1199 Seymour St, Vancouver, BC",1.0,1.0,1.0,07/06/2021,"$755,000",09/07/2021,"$735,000"
217,217,Apartment/Condominium,"$1,441",645 sqft,Yes,"$1,038",R2784301,,Residential,1986.0,,"110 - 910 W 8th Ave, Vancouver, BC",1.0,1.0,1.0,04/06/2023,"$670,000",19/06/2023,"$650,000"
218,218,Single Family Residence,"$5,945",3401 sqft,Yes,$790,R2580762,,Residential,2016.0,,"3261 Rupert St, Vancouver, BC",7.0,10.0,1.0,13/05/2021,"$2,688,000",09/07/2021,"$2,480,000"
219,219,Single Family Residence,"$5,824",2303 sqft,Yes,$777,R2599888,,Residential,1987.0,,"5781 St. Margarets St, Vancouver, BC",4.0,4.0,2.0,06/07/2021,"$1,790,000",09/07/2021,"$1,750,000"
220,220,Apartment/Condominium,"$1,117",687 sqft,Yes,$630,R2593565,,Residential,1996.0,,"302 - 8420 Jellicoe St, Vancouver, BC",1.0,1.0,1.0,15/06/2021,"$433,000",09/07/2021,"$425,000"
221,221,Apartment/Condominium,"$2,121",1129 sqft,Yes,"$1,007",R2588070,,Residential,2012.0,,"103 - 5868 Agronomy Rd, Vancouver, BC",2.0,2.0,0.0,31/05/2021,"$1,138,000",09/07/2021,"$1,133,000"
222,222,Single Family Residence,"$5,355",3261 sqft,Yes,$674,R2578390,,Residential,2005.0,,"3354 Monmouth Ave, Vancouver, BC",5.0,10.0,2.0,09/05/2021,"$2,198,000",09/07/2021,"$2,190,000"
223,223,Apartment/Condominium,,675 sqft,Yes,"$1,226",R2600089,,Residential,2021.0,,"624 - 180 2 Nd Ave W, Vancouver, BC",1.0,2.0,1.0,05/07/2021,"$828,000",09/07/2021,"$800,000"
224,224,Apartment/Condominium,"$4,044",1370 sqft,Yes,"$1,196",R2582839,,Residential,2004.0,,"1306 - 120 Milross Ave, Vancouver, BC",2.0,3.0,2.0,18/05/2021,"$1,639,000",10/07/2021,"$1,590,000"
225,225,Apartment/Condominium,"$1,745",518 sqft,No,"$1,293",R2597431,,Residential,2013.0,,"203 - 1777 W 7 Th Ave, Vancouver, BC",1.0,1.0,1.0,27/06/2021,"$669,800",10/07/2021,"$668,000"
226,226,Apartment/Condominium,,-,No,,R2742453,,Residential Lease,,,"705 - 289 Drake St, Vancouver, BC",2.0,2.0,2.0,11/12/2022,"$5,950",15/01/2023,"$5,950"
227,227,Apartment/Condominium,"$2,110",650 sqft,No,$967,R2599285,,Residential,2009.0,,"3604 - 128 W Cordova St, Vancouver, BC",1.0,1.0,0.0,05/07/2021,"$629,000",10/07/2021,"$623,000"
228,228,Apartment/Condominium,"$2,329",1020 sqft,Yes,$958,R2600026,,Residential,1992.0,,"1704 - 1188 Quebec St, Vancouver, BC",2.0,2.0,2.0,06/07/2021,"$978,000",10/07/2021,"$960,000"
229,229,Single Family Residence,"$5,675",1838 sqft,Yes,"$1,250",R2589234,,Residential,1912.0,,"2724 Oxford St, Vancouver, BC",2.0,3.0,2.0,03/06/2021,"$2,299,000",10/07/2021,"$2,150,000"
230,230,Single Family Residence,"$4,440",1986 sqft,No,"$1,409",R2596875,,Residential,1910.0,,"131 E 27th Ave, Vancouver, BC",2.0,4.0,0.0,27/06/2021,"$2,800,000",10/07/2021,"$2,765,000"
231,231,Apartment/Condominium,"$2,241",747 sqft,No,"$1,137",R2592109,,Residential,2003.0,,"1404 - 1295 Richards St, Vancouver, BC",2.0,2.0,0.0,10/06/2021,"$850,000",10/07/2021,"$830,000"
232,232,Single Family Residence,"$5,518",2234 sqft,Yes,$774,R2592836,,Residential,1992.0,,"2564 Adanac St, Vancouver, BC",4.0,7.0,0.0,14/06/2021,"$1,729,900",11/07/2021,"$1,690,000"
233,233,Apartment/Condominium,"$1,686",584 sqft,Yes,"$1,147",R2599533,,Residential,1997.0,,"1703 - 939 Homer St, Vancouver, BC",1.0,1.0,1.0,06/07/2021,"$669,995",11/07/2021,"$656,000"
234,234,Apartment/Condominium,"$1,692",562 sqft,Yes,"$1,012",R2600373,,Residential,2007.0,,"2203 - 688 Abbott St, Vancouver, BC",1.0,1.0,1.0,07/07/2021,"$569,000",11/07/2021,"$565,000"
235,235,Townhouse,,1296 sqft,Yes,"$1,601",R2563338,,Residential,2023.0,,"3592 W 28 Th Ave, Vancouver, BC",3.0,3.0,2.0,06/04/2021,"$2,075,000",11/07/2021,"$2,075,000"
236,236,Multi Family,,1533 sqft,Yes,"$1,172",R2590646,,Residential,2021.0,,"828 13 Th Ave E, Vancouver, BC",3.0,3.0,0.0,07/06/2021,"$1,798,000",11/07/2021,"$1,733,333"
237,237,Single Family Residence,"$5,588",1142 sqft,No,"$1,400",R2598432,,Residential,1910.0,,"1512 E 2nd Ave, Vancouver, BC",1.0,3.0,0.0,04/07/2021,"$1,599,900",11/07/2021,"$1,575,000"
238,238,Apartment/Condominium,"$1,724",648 sqft,Yes,$969,R2598396,,Residential,2001.0,,"211 - 2768 Cranberry Dr, Vancouver, BC",1.0,1.0,1.0,04/07/2021,"$628,000",11/07/2021,"$651,000"
239,239,Single Family Residence,"$5,375",1832 sqft,Yes,$845,R2554635,,Residential,1996.0,,"5039 Moss St, Vancouver, BC",2.0,6.0,3.0,21/03/2021,"$1,549,000",11/07/2021,"$1,548,000"
240,240,Apartment/Condominium,"$1,131",640 sqft,Yes,$914,R2599634,,Residential,1982.0,,"120 - 1422 E 3rd Ave, Vancouver, BC",1.0,1.0,1.0,06/07/2021,"$585,000",12/07/2021,"$650,000"
241,241,Single Family Residence,"$5,448",2048 sqft,No,$683,R2636861,,Residential,1924.0,,"2736 E Georgia St, Vancouver, BC",2.0,6.0,3.0,30/11/2021,"$1,399,000",30/11/2021,"$1,575,000"
242,242,Townhouse,"$2,233",924 sqft,Yes,$887,R2598652,,Residential,1901.0,,"47 W 13th Ave, Vancouver, BC",1.0,2.0,1.0,04/07/2021,"$819,900",12/07/2021,"$915,000"
243,243,Multi Family,"$4,074",1589 sqft,Yes,"$1,502",R2894996,,Residential,2024.0,,"4417 W 16th Ave, Vancouver, BC",2.0,3.0,2.0,12/06/2024,"$2,388,000",-,Not Sold Yet
244,244,Townhouse,"$3,978",1533 sqft,Yes,$977,R2599146,,Residential,2005.0,,"5818 Tisdall St, Vancouver, BC",2.0,3.0,0.0,04/07/2021,"$1,498,000",12/07/2021,"$1,600,000"
245,245,Townhouse,"$2,388",878 sqft,Yes,"$1,024",R2598629,,Residential,1995.0,,"2565 W Broadway, Vancouver, BC",1.0,2.0,0.0,04/07/2021,"$899,800",12/07/2021,"$1,002,000"
246,246,Apartment/Condominium,,553 sqft,Yes,"$1,444",R2578394,,Residential,2023.0,,"1607 - 5608 Berton Ave, Vancouver, BC",1.0,1.0,0.0,09/05/2021,"$798,800",12/07/2021,"$798,800"
247,247,Single Family Residence,"$5,149",2362 sqft,Yes,"$2,201",R2583398,,Residential,1976.0,,"3347 Clive Ave, Vancouver, BC",3.0,4.0,2.0,18/05/2021,"$5,200,000",12/07/2021,"$5,150,000"
248,248,Apartment/Condominium,"$2,060",650 sqft,Yes,"$1,030",R2598797,,Residential,2014.0,,"602 - 108 E 1 St Ave, Vancouver, BC",1.0,1.0,1.0,04/07/2021,"$670,000",13/07/2021,"$742,500"
